,cord_uid,affiliations,location
1962,ga3mk6be,M Ratinier ; M Caporale ; M Golder ; G Franzoni ; K Allan,  ;   ;   ;   ;  
1963,r938lfrr,,
1964,uh3q65we,Yi Zhang (China Agricultural University ; Beijing ; China) ; Honglei Sun (China Agricultural University ; Beijing ; China) ; Lihong Fan (China Agricultural University ; Beijing ; China) ; Yuan Ma (China Agricultural University ; Beijing ; China) ; Yipeng Sun ; Juan Pu (China Agricultural University ; Beijing ; China) ; Jun Yang (China Agricultural University ; Beijing ; China) ; Jian Qiao (China Agricultural University ; Beijing ; China) ; Guangpeng Ma (China Agricultural University ; Beijing ; China) ; Jinhua Liu (China Agricultural University ; Beijing ; China),Beijing ; China ; Beijing ; China ; Beijing ; China ; Beijing ; China ;   ; Beijing ; China ; Beijing ; China ; Beijing ; China ; Beijing ; China ; Beijing ; China
1965,bbjmcdo5,Elé Onore Hellard (Université de Lyon ; Lyon ; France) ; Dominique Pontier (Université de Lyon ; Lyon ; France) ; Frank Sauvage (Université de Lyon ; Lyon ; France) ; Hervé Poulet ; David Fouchet (Université de Lyon ; Lyon ; France),Lyon ; France ; Lyon ; France ; Lyon ; France ;   ; Lyon ; France
1966,l22gfc6r,E L Lawson ; D R Mills ; K E Brilliant ; D C Hixson,  ;   ;   ;  
1967,wa6k2kv6,,
1968,3keht8ge,Sung-Jin Cho (Wonkwang University ; Iksan ; Korea) ; Hyun-A Lee (Wonkwang University ; Iksan ; Korea) ; Sunhwa Hong (Wonkwang University ; Iksan ; Korea) ; Okjin Kim (Wonkwang University ; Iksan ; Korea),Iksan ; Korea ; Iksan ; Korea ; Iksan ; Korea ; Iksan ; Korea
1969,zvkxormv,A D Olmstead ; W Knecht ; I Lazarov ; S B Dixit ; F Jean,  ;   ;   ;   ;  
1970,abkpssnl,,
1971,2p6whkjq,Rosie Woodroffe ; Katherine C Prager (University of California Davis ; Davis ; California) ; Linda Munson (University of California Davis ; Davis ; California) ; Patricia A Conrad (University of California Davis ; Davis ; California) ; Edward J Dubovi (Cornell University ; Ithaca ; New York ; United States of America) ; Jonna A K Mazet (University of California Davis ; Davis ; California),  ; Davis ; California ; Davis ; California ; Davis ; California ; Ithaca ; New York ; United States of America ; Davis ; California
1972,425rd7ul,K M Smith ; S J Anthony ; W M Switzer ; J H Epstein ; T Seimon,  ;   ;   ;   ;  
1973,gux1bh9m,,
1974,5gglmx9d,,
1975,hohrbxyj,,
1976,0hobwqpe,,
1977,adfigzc1,Daniel R Beniac (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Pasquale L Melito (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Shauna L Devarennes (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Shannon L Hiebert (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Melissa J Rabb (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Lindsey L Lamboo (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Steven M Jones (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada) ; Timothy F Booth (Public Health Agency of Canada ; Winnipeg ; Manitoba ; Canada),Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada ; Winnipeg ; Manitoba ; Canada
1978,3gyoxmrz,Y Zhong ; Y Liao ; S Fang ; J P Tam ; D X Liu,  ;   ;   ;   ;  
1979,4lmwa1yf,"Mahreen Arooj (Gyeongsang National University (GNU) ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea) ; Sundarapandian Thangapandian (Gyeongsang National University (GNU) ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea) ; Shalini John (Gyeongsang National University (GNU) ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea) ; Swan Hwang (Gyeongsang National University (GNU) ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea) ; Jong Keun Park (Gyeongsang National University ; 660-701 ; Jinju ; Korea) ; Keun Woo Lee (Gyeongsang National University (GNU) ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea)","Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea ; 660-701 ; Jinju ; Korea ; Gazwa-dong ; 501, 660-701 ; Jinju-daero, Jinju ; Korea"
1980,n0rubc72,Bhavna Varshney (New Delhi ; India) ; Sudhakar Agnihotram (University of North Carolina ; Chapel Hill) ; Yee-Joo Tan (National University of Singapore ; Singapore ; Singapore) ; Ralph Baric (University of North Carolina ; Chapel Hill) ; Sunil K Lal (New Delhi ; India),New Delhi ; India ; Chapel Hill ; Singapore ; Singapore ; Chapel Hill ; New Delhi ; India
1981,8ixb8y3j,A J Peel ; K S Baker ; G Crameri ; J A Barr ; Dts T S Hayman,  ;   ;   ;   ;  
1982,qwhaesfk,Walter L Hurley (University of Illinois at Urbana-Champaign ; 61801 ; Urbana ; IL ; USA) ; Peter K Theil (Aarhus University ; DK-8830 ; Tjele ; Denmark),61801 ; Urbana ; IL ; USA ; DK-8830 ; Tjele ; Denmark
1983,0q8fedqf,Anna Romagosa ; Matt Allerson ; Marie Gramer ; Han Soo Joo ; John Deen ; Susan Detmer ; Montserrat Torremorell,  ;   ;   ;   ;   ;   ;  
1984,y77c4ro4,Robert B Couch ; Robert L Atmar ; Luis M Franco ; John M Quarles (Texas A&M Health Science Center ; College Station) ; Diane Niñ ; Janet M Wells ; Nancy Arden (Texas A&M Health Science Center ; College Station) ; Sheree Cheung ; John W Belmont,  ;   ;   ; College Station ;   ;   ; College Station ;   ;  
1985,1rktb6yq,Ilyse Darwish (University of Toronto ; Toronto ; Canada) ; Chris Miller (University of British Columbia ; Vancouver ; Canada) ; Kevin C Kain (University of Toronto ; Toronto ; Canada) ; W Conrad Liles (University of Toronto ; Toronto ; Canada),Toronto ; Canada ; Vancouver ; Canada ; Toronto ; Canada ; Toronto ; Canada
1986,jppdl104,Hanaa Rasmy ; Nancy Mikhael ; Somaia Ismail,  ;   ;  
1987,h9p4kmss,Jérôme Follet ; Karine Guyot ; Hélène Leruste ; Anne Follet-Dumoulin ; Ourida Hammouma-Ghelboun ; Gabriela Certad ; Eduardo Dei-Cas ; Patrice Halama,  ;   ;   ;   ;   ;   ;   ;  
1988,a9wmor1i,Walter De Wever ; Joke Meersschaert ; Johan Coolen ; Eric Verbeken ; Johny A Verschakelen,  ;   ;   ;   ;  
1989,828inb8d,Zong-Ying Zhang ; Xiao-Jun Liu ; Da-Wei Li ; Jia-Lin Yu ; Cheng-Gui Han,  ;   ;   ;   ;  
1990,mltgybls,Y-W Lin ; H-Y Lin ; Y-L Tsou ; E Chitra ; K-N Hsiao,  ;   ;   ;   ;  
1991,zq387qo8,,
1992,kifsxqq2,Hui Li (Southeast University ; Nanjing ; China) ; Jia-Xin Wang (Yunnan University ; Kunming ; China) ; Dong-Dong Wu (Chinese Academy of Sciences ; Kunming ; China) ; Hua-Wei Wang (Yunnan University ; Kunming ; China) ; Nelson Leung-Sang Tang (Kunming ; China) ; Ya-Ping Zhang (Chinese Academy of Sciences ; Kunming ; China) ; Christos A Ouzounis,Nanjing ; China ; Kunming ; China ; Kunming ; China ; Kunming ; China ; Kunming ; China ; Kunming ; China ;  
1993,p4ufea6x,W Gao ; W Sun ; B Qu ; C J Cardona ; K Powell,  ;   ;   ;   ;  
1994,m4jo053m,,
1995,3l4di1k7,,
1996,zdft23q8,Simon Cauchemez (Imperial College London ; London ; UK) ; Neil M Ferguson (Imperial College London ; London ; UK),London ; UK ; London ; UK
1997,uu1oz2ei,,
1998,i3rr3df7,Bjorn J A Berendsen ; Robin S Wegh ; Martien L Essers ; Alida A M Stolker ; Stefan Weigel,  ;   ;   ;   ;  
1999,u7ior83b,,
2000,z8drsdka,"Luciana Wanderley Myrrha (Avenida Peter Henry Rolfs, s/n Campus Universitário ; 36570-000 ; Vicosa ; MG ; Brazil) ; Fernanda Miquelitto ; Figueira Silva (Avenida Peter Henry Rolfs, s/n Campus Universitário ; 36570-000 ; Vicosa ; MG ; Brazil) ; Ethel Fernandes De Oliveira Peternelli (Avenida Peter Henry Rolfs, s/n Campus Universitário ; 36570-000 ; Vicosa ; MG ; Brazil) ; Abelardo Silva Junior (Avenida Peter Henry Rolfs, s/n Campus Universitário ; 36570-000 ; Vicosa ; MG ; Brazil) ; Maurício Resende (Universidade Federal de Minas Gerais ; Avenida Antônio Carlos, 6627-Pampulha ; 31270-901 ; Belo Horizonte ; MG ; Brazil) ; Márcia Rogéria De Almeida (Avenida Peter Henry Rolfs, s/n Campus Universitário ; 36570-000 ; Vicosa ; MG ; Brazil)","36570-000 ; Vicosa ; MG ; Brazil ;   ; 36570-000 ; Vicosa ; MG ; Brazil ; 36570-000 ; Vicosa ; MG ; Brazil ; 36570-000 ; Vicosa ; MG ; Brazil ; Avenida Antônio Carlos, 6627-Pampulha ; 31270-901 ; Belo Horizonte ; MG ; Brazil ; 36570-000 ; Vicosa ; MG ; Brazil"
2001,tfy3sza0,M H Verheije (Utrecht University ; Yalelaan 1 ; 3584 CL ; Utrecht ; The Netherlands) ; P J M Rottier (Utrecht University ; Yalelaan 1 ; 3584 CL ; Utrecht ; The Netherlands),Yalelaan 1 ; 3584 CL ; Utrecht ; The Netherlands ; Yalelaan 1 ; 3584 CL ; Utrecht ; The Netherlands
2002,2gyunenw,"Li-Jin Cui (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Chen Zhang (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Ting Zhang ; Rou-Jian Lu (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Zheng-De Xie (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Ling-Lin Zhang (Beijing Children's Hospital ; 100045 ; Beijing ; China) ; Chuan-Yan Liu (Beijing Children's Hospital ; 100045 ; Beijing ; China) ; Wei-Min Zhou (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Li Ruan (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Xue-Jun Ma (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China) ; Wen-Jie Tan (National Institute for Viral Disease Control and Prevention ; 102206 ; Beijing ; China, China)","102206 ; Beijing ; China, China ; 102206 ; Beijing ; China, China ;   ; 102206 ; Beijing ; China, China ; 102206 ; Beijing ; China, China ; 100045 ; Beijing ; China ; 100045 ; Beijing ; China ; 102206 ; Beijing ; China, China ; 102206 ; Beijing ; China, China ; 102206 ; Beijing ; China, China ; 102206 ; Beijing ; China, China"
2003,z122v1uz,"Annamaria Pratelli (University of Bari ; 70010 ; Valenzano, Bari ; Italy)","70010 ; Valenzano, Bari ; Italy"
2004,jp8y1owf,Sophie Le Poder (INRA-ENVA-ANSES ; 7 avenue Général de Gaulle ; 94704 ; Maisons-Alfort ; France),7 avenue Général de Gaulle ; 94704 ; Maisons-Alfort ; France
2005,x3b6j5d0,"K H Chan (Queen Mary Hospital ; Pokfulam, Hong Kong) ; J S Malik Peiris (Queen Mary Hospital ; Pokfulam, Hong Kong) ; S Y Lam (Queen Mary Hospital ; Pokfulam, Hong Kong) ; L L M Poon (Queen Mary Hospital ; Pokfulam, Hong Kong) ; K Y Yuen (Queen Mary Hospital ; Pokfulam, Hong Kong) ; W H Seto (Queen Mary Hospital ; Pokfulam, Hong Kong)","Pokfulam, Hong Kong ; Pokfulam, Hong Kong ; Pokfulam, Hong Kong ; Pokfulam, Hong Kong ; Pokfulam, Hong Kong ; Pokfulam, Hong Kong"
2006,crla8vrj,Lin Yang ; Ping Yan Chen ; Jian Feng He ; King Pan Chan ; Chun Quan Ou ; Ai Ping Deng ; Malik Peiris ; Ming Wong,  ;   ;   ;   ;   ;   ;   ;  
2007,ruba65p5,"Dennis K M Ip ; Martin Schutten (University of Hong Kong ; Units 624-7, Core F, Cyberport 3, Pokfulam ; Rotterdam, Hong Kong ; the Netherlands) ; Vicky J Fang ; Rita O P Fung ; Regina T Dutkowski ; Kwok-Hung Chan (Hong Kong Special Administrative Region ; China) ; Gabriel M Leung ; J S Malik Peiris ; Benjamin J Cowling ; Ka Li ;  Shing","  ; Units 624-7, Core F, Cyberport 3, Pokfulam ; Rotterdam, Hong Kong ; the Netherlands ;   ;   ;   ; China ;   ;   ;   ;   ;  "
2008,735b7rpv,"Matthew F Cusick (University of Utah ; 30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA) ; Jane E Libbey (University of Utah ; 30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA) ; Robert S Fujinami (University of Utah ; 30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA)","30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA ; 30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA ; 30 North 1900 East ; 3R330 SOM, 84132 ; Salt Lake City ; UT ; USA"
2009,9u672cwm,J D Christie ; M M Wurfel ; R Feng ; G E O&apos;keefe ; J Bradfield,  ;   ;   ;   ;  
2010,9p82ryd4,"Martijn A Langereis (Utrecht University ; Utrecht ; The Netherlands) ; Qinghong Zeng (Utrecht University ; Utrecht ; The Netherlands, The Netherlands) ; Balthasar Heesters (Utrecht University ; Utrecht ; The Netherlands) ; Eric G Huizinga (Utrecht University ; Utrecht ; The Netherlands, The Netherlands) ; Raoul J De Groot (Utrecht University ; Utrecht ; The Netherlands) ; Ron A M Fouchier","Utrecht ; The Netherlands ; Utrecht ; The Netherlands, The Netherlands ; Utrecht ; The Netherlands ; Utrecht ; The Netherlands, The Netherlands ; Utrecht ; The Netherlands ;  "
2011,xm76ae08,Wen-Kuan Liu ; De-Hui Chen ; Qian Liu ; Huan-Xi Liang ; Zi-Feng Yang ; Sheng Qin ; Rong Zhou,  ;   ;   ;   ;   ;   ;  
2012,qfv8ifvl,,
2013,e419m4nd,L Sun ; Y Xing ; X Chen ; Y Zheng ; Y Yang,  ;   ;   ;   ;  
2014,qk37euo4,,
2015,2vim1wno,Keivan Zandi ; Boon-Teong Teoh ; Sing-Sin Sam ; Pooi-Fong Wong ; Mohd Rais Mustafa ; Sazaly Abubakar,  ;   ;   ;   ;   ;  
2016,0qkzd2w4,,
2017,fu9b446y,C R Couto ; C S Pannuti ; J P Paz ; Mcd C D Fink ; A A Machado,  ;   ;   ;   ;  
2018,kci1lkhj,Catherine D Eichhorn ; Jun Feng ; Krishna C Suddala ; Nils G Walter ; Charles L Brooks Iii ; Hashim M Al-Hashimi,  ;   ;   ;   ;   ;  
2019,jp7e8mag,Andreas Osterman ; Maria Guadalupe ; Vizoso Pinto ; Rudolf Haase ; Hans Nitschko ; Simone Jäger ; Michaela Sander ; Manfred Motz ; Ulrich Mohn ; †  ; Armin Baiker,  ;   ;   ;   ;   ;   ;   ;   ;   ;   ;  
2020,6gow0x1v, Nl ; P Skewes-Cox ; M D Stenglein ; A Balmaseda ; E Harris,  ;   ;   ;   ;  
2021,7eflwyxk,,
2022,9ibswt32,,
2023,g1ob16b9,,
2024,hsh2yynq,A R Kinjo ; H Nakamura,  ;  
2025,its36j6t,Fosiul A Nizame ; Sharifa Nasreen ; Leanne Unicomb ; Dorothy Southern ; Emily S Gurley ; Shaila Arman ; Mohammad A Kadir ; Eduardo Azziz-Baumgartner ; Stephen P Luby ; Peter J Winch,  ;   ;   ;   ;   ;   ;   ;   ;   ;  
2026,0j3efvfe,,
2027,tt3igt6d,,
2028,6l0xl2cj,,
2029,i1e39v9m,,
2030,kkooawv0,C Luiz ;  Mostaço-Guidolin ; Amy Greer ; Beate Sander ; Jianhong Wu ; Seyed M Moghadas,  ;   ;   ;   ;   ;  
2031,ufdgi67q,,
2032,wjm8ju3v,Katerina Haidopoulou ; Myrofora Goutaki ; Lambrini Damianidou ; Maria Eboriadou ; Antonis Antoniadis ; Anna Papa,  ;   ;   ;   ;   ;  
2033,4zc8ivef,F Lysholm ; A Wetterbom ; C Lindau ; H Darban ; A Bjerkner,  ;   ;   ;   ;  
2034,r5dz24oj,Wahala M P B Wahala (University of North Carolina ; Chapel Hill ; 27599 ; NC ; USA) ; Aravinda M De Silva (University of North Carolina ; Chapel Hill ; 27599 ; NC ; USA),Chapel Hill ; 27599 ; NC ; USA ; Chapel Hill ; 27599 ; NC ; USA
2035,m57b8g9n,Yongming Sang (Kansas State University ; 66506 ; Manhattan ; KS ; USA) ; Jishu Shi (Kansas State University ; 66506 ; Manhattan ; KS ; USA) ; Wenjing Sang (Kansas State University ; 66506 ; Manhattan ; KS ; USA) ; Raymond R R Rowland (Kansas State University ; 66506 ; Manhattan ; KS ; USA) ; Frank Blecha (Kansas State University ; 66506 ; Manhattan ; KS ; USA),66506 ; Manhattan ; KS ; USA ; 66506 ; Manhattan ; KS ; USA ; 66506 ; Manhattan ; KS ; USA ; 66506 ; Manhattan ; KS ; USA ; 66506 ; Manhattan ; KS ; USA
2036,jhetyd9t,N Kovalev ; J Pogany ; P D Nagy,  ;   ;  
2037,u4r84scm,,
2038,ca5avyjf,L Zhang ; D P Wilson,  ;  
2039,82n96ukr,Assaf Shapira (Tel-Aviv University ; Ramat Aviv ; Israel) ; Shiran Shapira (Tel Aviv Medical Center ; Tel-Aviv ; Israel) ; Meital Gal-Tanamy (Tel-Aviv University ; Petah Tikva ; Israel) ; Romy Zemel (Tel-Aviv University ; Petah Tikva ; Israel) ; Ran Tur-Kaspa (Tel-Aviv University ; Petah Tikva ; Israel) ; Itai Benhar (Tel-Aviv University ; Ramat Aviv ; Israel),Ramat Aviv ; Israel ; Tel-Aviv ; Israel ; Petah Tikva ; Israel ; Petah Tikva ; Israel ; Petah Tikva ; Israel ; Ramat Aviv ; Israel
2040,8au7ee79,Julio Benavides (Université de Montpellier II ; Montpellier ; France) ; Peter D Walsh (University of Cambridge ; Cambridge ; United Kingdom) ; Lauren Ancel Meyers (The University of Texas at Austin ; Austin ; Texas) ; Michel Raymond (Université de Montpellier II ; Montpellier ; France) ; Damien Caillaud (The University of Texas at Austin ; Austin ; Texas),Montpellier ; France ; Cambridge ; United Kingdom ; Austin ; Texas ; Montpellier ; France ; Austin ; Texas
2041,dcid9emx,M Almén ; N Bringeland ; R Fredriksson ;  Schiö ;  Hb,  ;   ;   ;   ;  
2042,7ik3iszp,"Kyung-Yil Lee (The Catholic University of Korea ; 64 Daeheung-ro, Jung-gu ; 301-723 ; Daejeon ; Korea) ; Jung-Woo Rhim (The Catholic University of Korea ; Seoul ; Korea) ; Jin-Han Kang (The Catholic University of Korea ; Seoul ; Korea)","64 Daeheung-ro, Jung-gu ; 301-723 ; Daejeon ; Korea ; Seoul ; Korea ; Seoul ; Korea"
2043,48hxl439,Jean-Baptiste Meynard (Institut Pasteur de la Guyane ; Cayenne) ; Claude Flamand (French Guiana ; Cayenne) ;  Cé Line Dupuy (French Guiana ; Cayenne) ; Aba Mahamat (Centre Hospitalier Andrée-Rosemond ; Cayenne) ; Françoise Eltges (Health Regional Agency ; Cayenne) ; Frederic Queuche (Institut Pasteur de la Guyane ; Cayenne) ; Julien Renner (Institut Pasteur de la Guyane ; Cayenne) ; Jean-Michel Fontanella (Centre Hospitalier Andrée-Rosemond ; Cayenne) ; Didier Hommel (Centre Hospitalier Andrée-Rosemond ; Cayenne) ; Philippe Dussart (Institut Pasteur de la Guyane ; Cayenne) ; Claire Grangier (Centre Hospitalier Andrée-Rosemond ; Cayenne) ; Fé Lix Djossou (Centre Hospitalier Andrée-Rosemond ; Cayenne) ; Laurent Dacheux (Centre National de Référence pour la Rage ; Paris ; France) ; Maryvonne Goudal (Centre National de Référence pour la Rage ; Paris ; France) ; Franck Berger (Institut Pasteur de la Guyane ; Cayenne) ; Vanessa Ardillon (French Guiana ; Cayenne) ; Nicolas Krieger (French Guiana ; Cayenne) ; Hervé Bourhy (Centre National de Référence pour la Rage ; Paris ; France) ; André Spiegel (Institut Pasteur de la Guyane ; Cayenne),Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Cayenne ; Paris ; France ; Paris ; France ; Cayenne ; Cayenne ; Cayenne ; Paris ; France ; Cayenne
2044,ewx5xhrb,"James W Rudge (London, Bangkok ; Thailand) ; Piya Hanvoravongchai (London, Bangkok ; Thailand) ; Ralf Krumkamp (Hamburg University of Applied Sciences ; Hamburg, Germany) ; Irwin Chavez (Mahidol University ; Bangkok ; Thailand) ; Wiku Adisasmito (University of Indonesia ; Depok ; Indeonesia) ; Ngoc Chau (Vietnam Military Medical University ; Hanoi ; Vietnam) ; Bounlay Phommasak (Ministry of Health ; Vientiane) ; Weerasak Putthasri ; Chin-Shui Shih (Taiwan Centre for Disease Control ; Taipei ; Taiwan) ; Mart Stein (National Institute for Public Health and the Environment (RIVM) ; The Netherlands ; Bilthoven) ; Aura Timen (National Institute for Public Health and the Environment (RIVM) ; The Netherlands ; Bilthoven) ; Sok Touch (Ministry of Health ; Phnom Penh ; Cambodia) ; Ralf Reintjes (Hamburg University of Applied Sciences ; Hamburg, Germany) ; Richard Coker (London, Bangkok ; Thailand)","London, Bangkok ; Thailand ; London, Bangkok ; Thailand ; Hamburg, Germany ; Bangkok ; Thailand ; Depok ; Indeonesia ; Hanoi ; Vietnam ; Vientiane ;   ; Taipei ; Taiwan ; The Netherlands ; Bilthoven ; The Netherlands ; Bilthoven ; Phnom Penh ; Cambodia ; Hamburg, Germany ; London, Bangkok ; Thailand"
2045,tok2nvyd,Afroditi Sakellaropoulou ; Maria Hatzistilianou ; Maria Eboriadou ; Fanni Athanasiadou-Piperopoulou,  ;   ;   ;  
2046,neeftptx,,
2047,jb455t9p,,
2048,b6gte5u0,Y Bertrand ; M Tö Pel ; A Elväng ; W Melik ; M Johansson,  ;   ;   ;   ;  
2049,0fl0heq1,Silvia S Borkosky ; Corinna Whitley ; Annette Kopp-Schneider ; Harald Zur Hausen ; Ethel-Michele De Villiers,  ;   ;   ;   ;  
2050,hvaie7ay,Kelly A Curtis (National Center for HIV/AIDS ; Hepatitis ; STD) ; Donna L Rudolph (National Center for HIV/AIDS ; Hepatitis ; STD) ; Irene Nejad (National Center for HIV/AIDS ; Hepatitis ; STD) ; Jered Singleton (National Center for HIV/AIDS ; Hepatitis ; STD) ; Andy Beddoe (National Center for HIV/AIDS ; Hepatitis ; STD) ; Bernhard Weigl (National Center for HIV/AIDS ; Hepatitis ; STD) ; Paul Labarre (National Center for HIV/AIDS ; Hepatitis ; STD) ; S Michele Owen (National Center for HIV/AIDS ; Hepatitis ; STD),Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD ; Hepatitis ; STD
2051,uweg32sf,,
2052,3qdjmb2j,"Hoyin Mok (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; Xing Cheng (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; Qi Xu (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; James R Zengel (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; Bandita Parhy (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; Jackie Zhao (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; C Kathy Wang (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA) ; Hong Jin (MedImmune LLC ; 319 North Bernardo Ave, Mountain View ; California ; USA)","319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA ; 319 North Bernardo Ave, Mountain View ; California ; USA"
